Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
GoPro,SF Bay Area,Consumer,200,0.2,4/15/20,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,288,Post-IPO,4/15/20 23:42,United States,Unknown
Skillz,SF Bay Area,Consumer,,,8/29/22,https://seekingalpha.com/news/3876880-skillz-launches-headcount-reduction-plan-bruckheimer-leaves-board,287,Post-IPO,8/29/22 17:25,United States,Unknown
Skillz,SF Bay Area,Consumer,70,0.1,5/20/22,https://techcrunch.com/2022/05/20/startup-tech-layoff-may-week-3/,287,Post-IPO,5/21/22 21:16,United States,Unknown
PolicyGenius,New York City,Finance,170,0.25,6/2/22,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286,Series E,6/2/22 19:58,United States,Unknown
Grubhub,SF Bay Area,Food,400,0.15,6/12/23,https://www.cnbc.com/2023/06/12/grubhub-layoffs-400-employees-or-15percent-of-corporate-workforce.html,284,Acquired,6/12/23 16:11,United States,https://docs.google.com/spreadsheets/d/15qTMd0p07SMxwcnKHiv4n09NGDMqXq5EdnTRefF9DTI/edit#gid=0
Amount,Chicago,Finance,130,0.25,2/27/23,https://www.chicagobusiness.com/finance-banking/fintech-amount-cuts-about-quarter-its-staff,283,Unknown,3/3/23 23:03,United States,Unknown
Amount,Chicago,Finance,,0.18,6/27/22,https://techcrunch.com/2022/06/27/fintech-amount-which-was-valued-at-1b-last-year-lays-off-18-of-staff/,283,Unknown,6/27/22 23:46,United States,Unknown
Segment,SF Bay Area,Data,50,0.1,5/6/20,https://www.businessinsider.com/segment-10-percent-layoffs-downturn-2020-5,283,Series D,5/7/20 22:45,United States,Unknown
Bark,New York City,Retail,,0.08,7/13/23,https://seekingalpha.com/news/3987629-bark-cuts-8-of-workforce-as-part-of-cost-reduction-initiative,282,Post-IPO,7/26/23 23:15,United States,Unknown
Astronomer,Cincinnati,Data,100,0.4,4/13/23,Internal memo,282,Series C,4/15/23 1:38,United States,Unknown
Astronomer,Cincinnati,Data,76,0.2,1/4/23,https://www.astronomer.io/blog/astronomer-update/,282,Series C,1/6/23 23:16,United States,Unknown
Ouster,SF Bay Area,Transportation,,0.1,9/20/22,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,282,Post-IPO,9/24/22 21:34,United States,Unknown
Copper,London,Crypto,,0.15,3/22/23,https://www.coindesk.com/business/2023/03/22/copper-to-make-up-to-15-of-staff-redundant-focus-on-custody-settlement/,281,Series C,7/5/23 0:18,United Kingdom,Unknown
Convene,New York City,Real Estate,,,12/10/22,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,12/13/22 20:05,United States,Unknown
Capitolis,New York City,Finance,,0.25,11/18/22,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,281,Series D,12/15/22 2:14,United States,Unknown
Juni,Gothenburg,Finance,72,0.33,11/17/22,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,281,Unknown,11/19/22 23:28,Sweden,Unknown
Capitolis,New York City,Finance,37,0.25,11/17/22,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,281,Series D,11/18/22 5:18,United States,Unknown
Bill.com,SF Bay Area,Finance,,0.15,12/5/23,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,280,Post-IPO,12/5/23 17:23,United States,Unknown
Dock,Sao Paulo,Finance,190,0.12,11/7/22,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,280,Private Equity,11/8/22 21:59,Brazil,Unknown
FreshDirect,Philadelphia,Food,40,,8/25/22,https://www.bizjournals.com/philadelphia/news/2022/08/25/freshdirect-exiting-philadelphia-market-layoffs.html,280,Acquired,8/26/22 3:58,United States,Unknown
Convene,New York City,Real Estate,150,0.18,3/23/20,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,280,Series D,3/28/20 20:52,United States,Unknown
TaskUs,San Antonio,Support,186,,2/22/23,https://www.expressnews.com/business/article/taskus-layoff-186-employees-san-antonio-17798813.php,279,Post-IPO,2/23/23 22:35,United States,Unknown
Immutable,Sydney,Crypto,,0.11,2/22/23,https://www.smh.com.au/technology/australia-s-biggest-crypto-gaming-start-up-slashes-staff-20230222-p5cmii.html,279,Series C,2/22/23 15:18,Australia,Unknown
Immutable,Sydney,Crypto,20,0.06,7/26/22,https://www.cnet.com/tech/gaming/crypto-star-immutable-creator-of-nft-game-gods-unchained-lays-off-over-20-staff/,279,Series C,7/28/22 3:35,Australia,Unknown
TaskUs,Los Angeles,Support,52,0,6/21/22,Internal memo,279,Post-IPO,6/22/22 3:58,United States,Unknown
Titan Medical,Toronto,Healthcare,48,0.72,2/10/23,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,278,Post-IPO,3/10/23 15:59,Canada,Unknown
Koho,Toronto,Finance,,0.14,2/8/23,https://betakit.com/koho-lays-off-14-percent-of-staff/,278,Series D,2/8/23 17:50,Canada,Unknown
Koho,Toronto,Finance,15,0.04,11/17/22,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,278,Series D,11/20/22 0:17,Canada,Unknown
ZenBusiness,Austin,Other,,,11/10/22,https://www.bizjournals.com/austin/inno/stories/news/2022/11/10/layoffs-at-zenbusiness.html,277,Series C,11/11/22 5:08,United States,Unknown
Recharge,Los Angeles,Finance,84,0.17,10/27/22,https://rechargepayments.com/blog/a-message-from-oisin/,277,Series B,10/28/22 16:04,United States,https://docs.google.com/spreadsheets/d/1wEaAOfEJGbW8xwHhgxmRQEnb_GKE05KmI9ZgiaDSkiY/edit#gid=1480424750
Sigfox,Toulouse,Other,64,,4/25/22,https://www.lightreading.com/iot/sigfox-takeover-saddles-unabiz-with-heavy-baggage/d/d-id/777022,277,Acquired,2/23/23 22:33,France,Unknown
Zoom,SF Bay Area,Other,1300,0.15,2/7/23,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,276,Post-IPO,2/7/23 18:47,United States,https://coda.io/@alumni/zoom-alumni-list
Storytel,Stockholm,Media,80,0.13,1/24/24,https://investors.storytel.com/en/storytel-sharpens-focus-on-profitability-on-the-back-of-strong-q4-2023-earnings-and-upgrades-mid-term-financial-targets-announces-efficiency-initiative-and-write-downs/,275,Post-IPO,1/24/24 16:31,Sweden,Unknown
80 Acres Farms,Cincinnati,Food,,0.1,1/18/23,https://www.bizjournals.com/cincinnati/inno/stories/news/2023/01/18/80-acres-cuts-jobs-tech-industry-job-loses.html,275,Unknown,1/19/23 4:48,United States,Unknown
ID.me,Washington D.C.,Security,130,,6/7/22,https://www.businessinsider.com/idme-identity-verification-irs-unemployment-facial-recognition-staff-layoffs-economy-2022-6,275,Unknown,6/8/22 2:24,United States,Unknown
Storytel,Stockholm,Media,100,0.1,3/17/22,https://www.svt.se/kultur/storytel-pausar-planen-om-varldsherravalde-pa-ljudboksmarknaden,275,Post-IPO,5/17/22 14:26,Sweden,Unknown
Sisense,New York City,Data,60,0.13,1/11/24,https://www.calcalistech.com/ctechnews/article/ryujxxtoa,274,Series F,1/12/24 4:37,United States,Unknown
Augury,New York City,Manufacturing,70,0.18,8/2/23,https://www.calcalistech.com/ctechnews/article/ryoxde00j3,274,Series E,8/3/23 3:32,United States,Unknown
Sisense,New York City,Data,100,0.15,7/11/23,https://www.calcalistech.com/ctechnews/article/hyqikock2,274,Series F,7/11/23 16:27,United States,Unknown
Meati Foods,Denver,Food,,0.05,6/3/23,https://agfundernews.com/fungi-fueled-startup-meati-foods-lays-off-5-of-workforce-but-remains-as-bullish-as-ever-about-its-prospects,274,Series C,6/5/23 16:50,United States,Unknown
Augury,New York City,Manufacturing,20,0.05,1/4/23,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,274,Series E,1/9/23 5:13,United States,Unknown
Sisense,New York City,Data,80,0.09,4/23/20,"https://www.calcalistech.com/ctech/articles/0,7340,L-3810192,00.html?path=5211.Ctech-5220.ctech.News",274,Series F,4/23/20 22:09,United States,Unknown
Feedzai,Coimbra,Finance,,,1/27/23,https://www.finextra.com/newsarticle/41685/exclusive-feedzai-cuts-workforce-amid-restructuring---sources,273,Unknown,1/28/23 21:06,Portugal,Unknown
Pivot3,Austin,Infrastructure,,,3/27/20,https://blocksandfiles.com/2020/03/27/hci-shop-pivot3-makes-significant-layoffs/,273,Series H,3/28/20 20:52,United States,Unknown
MariaDB,SF Bay Area,Data,84,0.28,10/12/23,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001929589/000155837023016381/mrdb-20231012x8k.htm,272,Post-IPO,10/12/23 15:24,United States,Unknown
Rapid,SF Bay Area,Finance,115,0.5,4/25/23,https://techcrunch.com/2023/04/25/rapidapi-valued-at-1-billion-last-year-cuts-staff-by-50/,272,Series D,4/25/23 18:47,United States,https://docs.google.com/spreadsheets/d/1sgYrGVV2yaD_zS3WmrVaT9JniD2htUrzyJF7ICMjINE/edit#gid=1661302923
Rapid,SF Bay Area,Finance,70,0.3,4/25/23,https://techcrunch.com/2023/05/05/rapidapi-headcount-down-82-from-fresh-layoffs-less-than-two-weeks-after-cutting-50-of-staff/,272,Series D,5/5/23 20:46,United States,Unknown
Berkeley Lights,SF Bay Area,Healthcare,,0.12,8/9/22,https://investors.berkeleylights.com/news/news-details/2022/Berkeley-Lights-Reports-Second-Quarter-2022-Financial-Results/default.aspx,272,Post-IPO,8/9/22 21:53,United States,Unknown
 Included Health,SF Bay Area,Healthcare,,0.06,7/25/22,https://www.fiercehealthcare.com/digital-health/digital-health-company-included-health-cuts-workforce-part-restructuring-move,272,Series E,7/26/22 15:31,United States,Unknown
TrueLayer,London,Finance,40,0.1,9/16/22,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271,Series E,9/16/22 14:52,United States,Unknown
Hydrow,Boston,Fitness,30,,1/19/23,https://www.bostonglobe.com/2023/01/20/business/more-rough-waters-rowing-startup-hydrow/,269,Series D,1/21/23 22:41,United States,Unknown
Firework,SF Bay Area,Retail,,0.1,11/29/22,https://www.theinformation.com/articles/live-shopping-startup-firework-lays-off-10-of-staff,269,Series B,12/1/22 6:36,United States,Unknown
Hydrow,Boston,Fitness,,0.35000000000000003,7/18/22,https://www.bostonglobe.com/2022/07/21/business/rough-waters-tech-rowing-startup-hydrow-lays-off-35-percent-staff/,269,Series D,7/20/22 3:36,United States,Unknown
Glossier,New York City,Retail,19,0.08,8/2/22,https://www.modernretail.co/startups/glossier-lays-off-about-two-dozen-employees-as-it-ramps-up-hiring-in-wholesale-and-retail/amp/,266,Series E,8/3/22 2:42,United States,Unknown
Glossier,New York City,Consumer,80,0.33,1/26/22,https://techcrunch.com/2022/01/26/glossier-just-laid-off-one-third-of-its-corporate-employees-mostly-in-tech/,266,Series E,1/26/22 21:48,United States,Unknown
Aqua Security,Boston,Security,65,0.1,12/5/22,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265,Series E,12/6/22 18:42,United States,Unknown
Heroes,London,Retail,24,0.2,7/15/22,https://www.businessinsider.com/amazon-rollup-heroes-quietly-laid-off-staff-2022-7,265,Unknown,7/15/22 21:22,United States,Unknown
SWVL,Cairo,Transportation,,0.5,11/23/22,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,264,Post-IPO,11/25/22 22:25,Egypt,Unknown
Firebolt,Tel Aviv,Data,,,9/7/22,https://www.calcalistech.com/ctechnews/article/symoqnigj,264,Series C,9/8/22 3:30,Israel,Unknown
Flexe,Seattle,Logistics,99,0.38,1/8/24,https://www.geekwire.com/2024/warehousing-and-logistics-startup-flexe-cuts-38-of-workforce-in-latest-layoffs/,263,Series D,1/8/24 23:25,United States,Unknown
Flexe,Seattle,Logistics,131,0.33,9/26/23,https://www.geekwire.com/2023/seattle-warehousing-startup-flexe-lays-off-33-of-workforce-amid-freight-industry-slowdown/,263,Series D,9/27/23 2:37,United States,Unknown
Loopio,Toronto,Sales,,0.09,6/27/23,https://www.linkedin.com/feed/update/urn:li:activity:7079578026635636737/,263,Private Equity,6/28/23 13:57,Canada,Unknown
Stax,Orlando,Finance,24,,2/24/23,https://www.bizjournals.com/orlando/inno/stories/news/2023/02/24/florida-2023-tech-jobs-layoffs-stax-technology.html,263,Series D,2/26/23 2:05,United States,Unknown
LetsGetChecked,New York City,Healthcare,,,7/2/22,https://www.businesspost.ie/tech/tech-unicorn-letsgetchecked-lays-off-staff-including-dublin-workers/,263,Series D,7/4/22 16:15,United States,Unknown
Flywire,Boston,Finance,60,0.12,5/7/20,https://www.americaninno.com/boston/inno-news-boston/fintech-startup-flywire-downsizes-12-percent-of-workforce/,263,Series E,5/7/20 22:51,United States,Unknown
Loft,Sao Paulo,Real Estate,47,0.1,4/17/20,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",263,Series C,4/18/20 13:41,Brazil,Unknown
Loft,Sao Paulo,Real Estate,47,,3/27/20,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html,263,Series C,4/8/20 20:43,Brazil,Unknown
Superpedestrian,Boston,Transportation,,,12/15/23,https://techcrunch.com/2023/12/15/scooter-startup-superpedestrian-shutting-down-us-operations-explores-sale-of-europe-business/,262,Series C,12/18/23 18:36,United States,Unknown
Hike,New Delhi,Consumer,55,,8/10/23,https://economictimes.indiatimes.com/tech/startups/hike-lays-off-around-55-people-after-gst-hike-on-online-gaming/articleshow/102608819.cms?from=mdr,261,Unknown,8/11/23 15:06,India,Unknown
Superpedestrian,Boston,Transportation,35,0.07,6/22/22,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261,Series C,6/23/22 4:01,United States,Unknown
Starry,Boston,Other,100,0.24,1/18/23,https://seekingalpha.com/news/3925492-starry-group-announces-24-job-cuts,260,Post-IPO,1/18/23 23:22,United States,https://docs.google.com/spreadsheets/d/1rmKxXAUxQpZN95iqtZaFj8P03sLUXDPfQmj_jqXHRuw/edit#gid=897722994
Wildlife Studios,Sao Paulo,Consumer,300,0.2,11/28/22,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,260,Unknown,11/29/22 15:59,Brazil,https://docs.google.com/spreadsheets/d/1zyAOWdW3SFJ9bUdJWRxYGdDLEw_I6gCMlOjlrFLjqrw/edit#gid=759761140
Mythical Games,Los Angeles,Crypto,,0.1,11/4/22,https://www.bloomberg.com/news/articles/2022-11-04/blockchain-game-studio-mythical-games-cuts-10-of-staff,260,Series C,11/6/22 18:04,United States,Unknown
Starry,Boston,Other,,0.5,10/20/22,https://investors.starry.com/news/news-details/2022/Starry-Announces-Strong-Third-Quarter-2022-Operational-Results-Takes-Cost-Cutting-Measures-to-Conserve-Capital-as-It-Explores-Strategic-Options/default.aspx,260,Post-IPO,10/20/22 21:14,United States,https://docs.google.com/spreadsheets/d/1rmKxXAUxQpZN95iqtZaFj8P03sLUXDPfQmj_jqXHRuw/edit
Deep Instinct,New York City,Security,,0.1,6/6/22,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,259,Series D,6/9/22 3:18,United States,Unknown
Culture Amp,Melbourne,HR,90,0.09,4/18/23,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,257,Series F,4/19/23 0:21,Australia,Unknown
Repertoire Immune Medicines,Boston,Healthcare,65,0.5,11/8/22,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,257,Series B,11/9/22 0:42,United States,Unknown
Element AI,Montreal,Other,62,0.15,5/4/20,https://www.theglobeandmail.com/business/article-element-ai-cuts-staff-adds-senior-executives-as-it-attempts-to-live/,257,Series B,5/6/20 22:57,Canada,Unknown
Deepwatch,Tampa Bay,Security,30,0.07,7/13/23,https://www.deepwatch.com/blog/a-message-from-deepwatchs-ceo/,256,Series C,7/14/23 3:26,United States,Unknown
The Zebra,Austin,Finance,50,,11/15/22,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,256,Series D,11/17/22 0:19,United States,Unknown
The Zebra,Austin,Finance,40,,5/24/22,https://coverager.com/layoffs-at-the-zebra/,256,Series D,5/25/22 3:33,United States,Unknown
PathAI,Boston,Healthcare,87,,7/21/23,https://www.bizjournals.com/boston/inno/stories/news/2023/07/21/pathai-layoffs-healthtech-company.html,255,Series C,7/11/23 1:51,United States,Unknown
Truepill,SF Bay Area,Healthcare,,,9/30/22,https://techcrunch.com/2022/09/29/truepill-a-digital-health-unicorn-conducts-fourth-round-of-layoffs-in-2022/,255,Series D,9/30/22 20:20,United States,Unknown
Truepill,SF Bay Area,Healthcare,175,0.33,8/11/22,https://techcrunch.com/2022/08/11/digital-health-unicorn-truepill-conducts-third-round-of-layoffs-in-2022/,255,Series D,8/12/22 5:14,United States,Unknown
Truepill,SF Bay Area,Healthcare,150,0.15,6/8/22,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,255,Series D,6/10/22 4:24,United States,Unknown
Truepill,SF Bay Area,Healthcare,,,4/14/22,https://docs.google.com/spreadsheets/d/1csdEakKxSWWMfL5ZG_XqZL0oRBDPlKjBI1Hahe903P8/,255,Series D,5/11/22 3:04,United States,Unknown
Mensa Brands,Bengaluru,Retail,30,,5/30/23,https://inc42.com/buzz/layoffs-continue-mensa-brands-fires-employees-from-recently-acquired-india-lifestyle-network/,254,Unknown,5/31/23 1:29,India,Unknown
DeHaat,Patna,Food,,0.05,1/15/23,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,254,Series E,1/16/23 16:45,India,Unknown
TaxBit,SF Bay Area,Crypto,80,0.4,6/11/23,https://www.theinformation.com/briefings/crypto-tax-software-startup-cuts-nearly-40-of-staff,253,Unknown,6/12/23 16:08,United States,Unknown
8x8,SF Bay Area,Support,155,0.07,1/18/23,https://www.channelfutures.com/business-models/8x8-to-reduce-7-of-workforce-significantly-impacting-channel-staff,253,Post-IPO,1/18/23 23:18,United States,Unknown
Clutch,Toronto,Transportation,150,,1/17/23,https://www.theglobeandmail.com/business/article-lightspeed-commerce-job-cuts/,253,Unknown,1/18/23 2:16,Canada,Unknown
Snapdocs,SF Bay Area,Real Estate,,0.15,11/3/22,Internal memo,253,Series D,11/5/22 3:49,United States,Unknown
8x8,SF Bay Area,Support,200,0.09,10/4/22,https://www.channelfutures.com/business-models/8x8-lays-off-workers-cites-operational-efficiency,253,Post-IPO,1/18/23 23:20,United States,Unknown
Snapdocs,SF Bay Area,Real Estate,,0.1,8/16/22,Internal memo,253,Series D,11/5/22 3:51,United States,Unknown
1stdibs,New York City,Retail,70,0.17,4/2/20,https://twitter.com/eringriffith/status/1246147841350762497,253,Series D,4/8/20 5:51,United States,Unknown
Divvy,Salt Lake City,Finance,,,5/19/20,LinkedIn,252,Series C,5/19/20 21:58,United States,Unknown
Optimizely,SF Bay Area,Marketing,60,0.15,7/15/20,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,251.2,Series D,7/16/20 15:38,United States,Unknown
Aspiration,Los Angeles,Finance,170,,3/24/23,"https://ccwd.hecc.oregon.gov/Layoff/uploads/LOT8534/WARN%208534%20Aspirations,%20OR%20-%20Govt%20Official%20WARN%20letter.pdf",250,Unknown,3/29/23 0:44,United States,Unknown
2TM,Sao Paulo,Crypto,100,0.15,9/1/22,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250,Unknown,9/2/22 23:24,Brazil,Unknown
Bright Machines,SF Bay Area,Data,30,0.08,6/28/22,https://www.calcalist.co.il/calcalistech/article/rkkjpsuc5,250,Unknown,6/29/22 3:36,Israel,Unknown
2TM,Sao Paulo,Crypto,90,0.12,6/1/22,"https://www.terra.com.br/noticias/tecnologia/2tm-dono-do-mercado-bitcoin-demite-90-funcionarios,9ce67613ba7b79292f03bc2027ceb77e9uw5hy0w.html",250,Unknown,6/2/22 3:21,Brazil,Unknown
